 Sample   Time     Commanded 1 Pos   Encoder 3 Pos 

[    0    0.000               0               5;
   417    3.692               0            -994;
   418    3.701               0           -1007;
   419    3.710               0           -1019;
   420    3.719               0           -1029;
   421    3.728               0           -1037;
   422    3.736               0           -1044;
   423    3.745               0           -1049;
   424    3.754               0           -1053;
   425    3.763               0           -1055;
   426    3.772               0           -1056;
   427    3.781               0           -1056;
   428    3.790               0           -1054;
   429    3.798               0           -1051;
   430    3.807               0           -1045;
   431    3.816               0           -1039;
   432    3.825               0           -1031;
   433    3.834               0           -1021;
   434    3.843               0           -1010;
   435    3.852               0            -998;
   436    3.860               0            -985;
   437    3.869               0            -970;
   438    3.878               0            -954;
   439    3.887               0            -937;
   440    3.896               0            -919;
   441    3.905               0            -899;
   442    3.914               0            -879;
   443    3.922               0            -857;
   444    3.931               0            -834;
   445    3.940               0            -811;
   446    3.949               0            -786;
   447    3.958               0            -760;
   448    3.967               0            -734;
   449    3.976               0            -706;
   450    3.984               0            -678;
   451    3.993               0            -649;
   452    4.002               0            -619;
   453    4.011               0            -589;
   454    4.020               0            -558;
   455    4.029               0            -526;
   456    4.038               0            -494;
   457    4.046               0            -462;
   458    4.055               0            -429;
   459    4.064               0            -395;
   460    4.073               0            -362;
   461    4.082               0            -328;
   462    4.091               0            -294;
   463    4.099               0            -260;
   464    4.108               0            -226;
   465    4.117               0            -191;
   466    4.126               0            -157;
   467    4.135               0            -123;
   468    4.144               0             -89;
   469    4.153               0             -55;
   470    4.161               0             -22;
   471    4.170               0              12;
   472    4.179               0              44;
   473    4.188               0              76;
   474    4.197               0             108;
   475    4.206               0             138;
   476    4.215               0             168;
   477    4.223               0             197;
   478    4.232               0             226;
   479    4.241               0             253;
   480    4.250               0             280;
   481    4.259               0             306;
   482    4.268               0             330;
   483    4.277               0             354;
   484    4.285               0             377;
   485    4.294               0             398;
   486    4.303               0             419;
   487    4.312               0             438;
   488    4.321               0             456;
   489    4.330               0             473;
   490    4.339               0             489;
   491    4.347               0             504;
   492    4.356               0             518;
   493    4.365               0             530;
   494    4.374               0             541;
   495    4.383               0             551;
   496    4.392               0             559;
   497    4.401               0             567;
   498    4.409               0             573;
   499    4.418               0             577;
   500    4.427               0             581;
   501    4.436               0             583;
   502    4.445               0             584;
   503    4.454               0             585;
   504    4.463               0             584;
   505    4.471               0             581;
   506    4.480               0             577;
   507    4.489               0             572;
   508    4.498               0             566;
   509    4.507               0             558;
   510    4.516               0             550;
   511    4.524               0             540;
   512    4.533               0             529;
   513    4.542               0             517;
   514    4.551               0             504;
   515    4.560               0             491;
   516    4.569               0             476;
   517    4.578               0             460;
   518    4.586               0             444;
   519    4.595               0             427;
   520    4.604               0             409;
   521    4.613               0             391;
   522    4.622               0             372;
   523    4.631               0             353;
   524    4.640               0             334;
   525    4.648               0             314;
   526    4.657               0             294;
   527    4.666               0             274;
   528    4.675               0             253;
   529    4.684               0             233;
   530    4.693               0             212;
   531    4.702               0             192;
   532    4.710               0             171;
   533    4.719               0             150;
   534    4.728               0             130;
   535    4.737               0             110;
   536    4.746               0              89;
   537    4.755               0              69;
   538    4.764               0              49;
   539    4.772               0              30;
   540    4.781               0              10;
   541    4.790               0              -9;
   542    4.799               0             -28;
   543    4.808               0             -46;
   544    4.817               0             -64;
   545    4.826               0             -82;
   546    4.834               0             -99;
   547    4.843               0            -116;
   548    4.852               0            -132;
   549    4.861               0            -147;
   550    4.870               0            -162;
   551    4.879               0            -177;
   552    4.888               0            -191;
   553    4.896               0            -205;
   554    4.905               0            -218;
   555    4.914               0            -231;
   556    4.923               0            -243;
   557    4.932               0            -255;
   558    4.941               0            -267;
   559    4.949               0            -278;
   560    4.958               0            -289;
   561    4.967               0            -300;
   562    4.976               0            -310;
   563    4.985               0            -320;
   564    4.994               0            -329;
   565    5.003               0            -338;
   566    5.011               0            -347;
   567    5.020               0            -355;
   568    5.029               0            -363;
   569    5.038               0            -370;
   570    5.047               0            -377;
   571    5.056               0            -383;
   572    5.065               0            -389;
   573    5.073               0            -394;
   574    5.082               0            -399;
   575    5.091               0            -404;
   576    5.100               0            -408;
   577    5.109               0            -411;
   578    5.118               0            -414;
   579    5.127               0            -417;
   580    5.135               0            -419;
   581    5.144               0            -420;
   582    5.153               0            -422;
   583    5.162               0            -422;
   584    5.171               0            -423;
   585    5.180               0            -423;
   586    5.189               0            -423;
   587    5.197               0            -421;
   588    5.206               0            -420;
   589    5.215               0            -418;
   590    5.224               0            -416;
   591    5.233               0            -413;
   592    5.242               0            -410;
   593    5.251               0            -407;
   594    5.259               0            -403;
   595    5.268               0            -398;
   596    5.277               0            -394;
   597    5.286               0            -389;
   598    5.295               0            -384;
   599    5.304               0            -378;
   600    5.313               0            -372;
   601    5.321               0            -367;
   602    5.330               0            -360;
   603    5.339               0            -354;
   604    5.348               0            -347;
   605    5.357               0            -340;
   606    5.366               0            -332;
   607    5.374               0            -325;
   608    5.383               0            -317;
   609    5.392               0            -309;
   610    5.401               0            -301;
   611    5.410               0            -292;
   612    5.419               0            -284;
   613    5.428               0            -275;
   614    5.436               0            -267;
   615    5.445               0            -258;
   616    5.454               0            -248;
   617    5.463               0            -239;
   618    5.472               0            -230;
   619    5.481               0            -221;
   620    5.490               0            -211;
   621    5.498               0            -202;
   622    5.507               0            -192;
   623    5.516               0            -183;
   624    5.525               0            -174;
   625    5.534               0            -164;
   626    5.543               0            -155;
   627    5.552               0            -145;
   628    5.560               0            -136;
   629    5.569               0            -127;
   630    5.578               0            -117;
   631    5.587               0            -108;
   632    5.596               0             -99;
   633    5.605               0             -90;
   634    5.614               0             -82;
   635    5.622               0             -73;
   636    5.631               0             -65;
   637    5.640               0             -57;
   638    5.649               0             -49;
   639    5.658               0             -41;
   640    5.667               0             -34;
   641    5.676               0             -26;
   642    5.684               0             -19;
   643    5.693               0             -13;
   644    5.702               0              -7;
   645    5.711               0              -1;
   646    5.720               0               5;
   647    5.729               0              10;
   648    5.738               0              15;
   649    5.746               0              20;
   650    5.755               0              24;
   651    5.764               0              28;
   652    5.773               0              31;
   653    5.782               0              34;
   654    5.791               0              37;
   655    5.799               0              39;
   656    5.808               0              41;
   657    5.817               0              42;
   658    5.826               0              44;
   659    5.835               0              44;
   660    5.844               0              45;
   661    5.853               0              45;
   662    5.861               0              45;
   663    5.870               0              45;
   664    5.879               0              45;
   665    5.888               0              44;
   666    5.897               0              42;
   667    5.906               0              40;
   668    5.915               0              38;
   669    5.923               0              35;
   670    5.932               0              32;
   671    5.941               0              29;
   672    5.950               0              25;
   673    5.959               0              22;
   674    5.968               0              18;
   675    5.977               0              13;
   676    5.985               0               9;
   677    5.994               0               4]
